,class,n1,n2
18065,-1,3191,510
18066,1,32687,32455
18067,-1,15230,13729
18068,1,33309,32669
18069,1,34233,34060
18070,-1,9074,2504
18071,1,17622,17055
18072,1,7692,6055
18073,-1,32746,32384
18074,1,31638,30698
18075,1,21550,22760
18076,-1,6601,4556
18077,1,19510,17832
18078,1,9442,7119
18079,1,8827,3665
18080,1,14571,10041
18081,-1,28213,26314
18082,-1,30433,32027
18083,1,12263,8921
18084,-1,26756,24540
18085,-1,24595,24145
18086,1,21504,20105
18087,1,26055,25076
18088,-1,29626,29384
18089,1,34351,23726
18090,1,12069,2538
18091,-1,29135,28094
18092,-1,26886,25673
18093,-1,31738,31015
18094,1,7292,6213
18095,1,15900,12647
18096,-1,11336,5236
18097,1,15624,14367
18098,-1,426,228
18099,-1,14520,11483
18100,-1,28138,28139
18101,1,34004,33466
18102,1,25485,28048
18103,-1,12307,6602
18104,-1,245,1
18105,1,1096,184
18106,1,5765,1021
18107,-1,2745,1135
18108,-1,29432,27768
18109,1,12088,8901
18110,-1,26029,24822
18111,-1,24331,22488
18112,-1,11430,4493
18113,-1,6120,2106
18114,-1,538,207
18115,1,19282,17888
18116,-1,5959,558
18117,1,603,1514
18118,1,27251,26510
18119,1,19522,17446
18120,1,31663,30951
18121,1,17665,16824
18122,-1,6614,5005
18123,-1,9529,6670
18124,1,20183,18513
18125,-1,28810,27207
18126,-1,31386,30502
18127,-1,5904,2086
18128,1,33855,33400
18129,-1,6612,6124
18130,-1,11697,8683
18131,-1,30879,29588
18132,-1,25769,23798
18133,1,5546,1332
18134,-1,8731,4763
18135,1,7179,5239
18136,-1,11103,2594
18137,-1,6822,11260
18138,1,34204,34024
18139,1,81,19
18140,-1,5278,1127
18141,-1,17529,16916
18142,1,27323,26973
18143,1,20899,19074
18144,-1,30284,29662
18145,1,33212,32793
18146,1,14652,12104
18147,-1,11109,6958
18148,1,30956,30195
18149,1,8152,4254
18150,-1,440,145
18151,1,26244,25724
18152,-1,26182,24817
18153,-1,33848,33435
18154,-1,25667,23296
18155,1,32430,32254
18156,-1,12290,6681
18157,-1,24944,23603
18158,1,2103,288
18159,-1,27888,26474
18160,1,28788,27648
18161,-1,21393,20193
18162,-1,13175,10565
18163,-1,29550,29064
18164,1,33595,33314
18165,-1,29605,28567
18166,1,17810,17620
18167,1,19907,19050
18168,1,20790,19379
18169,1,25081,23848
18170,1,17622,18330
18171,-1,32760,32349
18172,1,3335,545
18173,-1,26266,25927
18174,1,18944,18139
18175,-1,22432,20227
18176,-1,13379,10957
18177,1,26879,25795
18178,-1,23591,21748
18179,-1,22593,19938
18180,-1,4451,1395
18181,1,28234,25975
18182,-1,27300,26174
18183,1,21040,20893
18184,-1,24469,21511
18185,1,10931,8843
18186,1,27898,26046
18187,1,27354,26630
18188,-1,21415,19891
18189,-1,32354,32156
18190,-1,25201,22978
18191,-1,8741,6110
18192,-1,14897,12125
18193,1,26812,24670
18194,1,33946,33702
18195,-1,33717,33147
18196,1,22212,20156
18197,-1,1222,257
18198,-1,25752,23452
18199,1,8261,2586
18200,1,6681,2482
18201,-1,5021,2248
18202,1,6308,449
18203,-1,13006,9299
18204,1,30133,28541
18205,-1,14054,11869
18206,-1,9893,8325
18207,1,4416,1141
18208,1,19103,17863
18209,-1,28645,28223
18210,-1,31341,30478
18211,1,4303,2153
18212,-1,32929,32619
18213,-1,16245,14324
18214,-1,2239,92
18215,-1,7556,3360
18216,-1,24061,21729
18217,-1,26919,26998
18218,1,23417,22109
18219,1,28281,25965
18220,1,19946,18487
18221,-1,6981,3978
18222,-1,23745,22162
18223,-1,22308,21349
18224,-1,31462,30748
18225,1,11808,4081
18226,1,22052,20202
18227,1,10331,6967
18228,1,21451,20248
18229,1,11575,7607
18230,-1,22617,20263
18231,-1,26965,25866
18232,-1,26920,25627
18233,-1,25423,23522
18234,1,13179,9573
18235,-1,33095,32708
18236,-1,741,226
18237,-1,4784,2148
18238,-1,23021,22627
18239,-1,28963,27302
18240,-1,8325,3541
18241,1,14243,10607
18242,1,18764,17471
18243,1,8854,4654
18244,-1,26020,25337
18245,-1,5670,2010
18246,1,22907,21349
18247,-1,34085,33610
18248,-1,9463,7379
18249,1,22255,20247
18250,-1,14058,10792
18251,-1,18005,15583
18252,-1,2751,1135
18253,1,30301,29625
18254,1,17934,18780
18255,1,25657,22950
18256,-1,188,9
18257,1,27996,26092
18258,1,737,200
18259,-1,1966,114
18260,-1,23916,22861
18261,-1,34182,33861
18262,-1,32022,31358
18263,1,211,21
18264,-1,10521,8437
18265,1,28043,31853
18266,-1,21908,20361
18267,-1,33017,32517
18268,-1,12477,3523
18269,-1,4136,1180
18270,1,4093,1063
18271,-1,8590,4266
18272,-1,33972,33689
18273,1,25880,25052
18274,1,23962,22659
18275,-1,26298,24841
18276,-1,29113,28015
18277,-1,23974,22557
18278,1,23505,22286
18279,1,27232,25965
18280,1,17983,16220
18281,1,21910,20596
18282,1,7365,4712
18283,1,11950,10254
18284,-1,11281,7297
18285,-1,33396,33257
18286,1,269,23
18287,-1,24787,24266
18288,1,20582,22959
18289,1,13952,11102
18290,1,19597,17787
18291,1,32788,32502
18292,-1,30436,29475
18293,1,4091,3788
18294,-1,33008,32660
18295,1,18619,17601
18296,-1,29128,27769
18297,-1,32425,32436
18298,-1,32830,32489
18299,1,25556,23639
18300,-1,32695,32489
18301,1,8856,5720
18302,-1,24704,24011
18303,1,4675,3526
18304,-1,27013,24551
18305,1,24517,24134
18306,-1,30336,29697
18307,-1,24510,22566
18308,-1,30644,30050
18309,1,16072,13959
18310,1,11834,9080
18311,-1,30011,28601
18312,1,30480,29709
18313,-1,27375,26761
18314,-1,28635,27983
18315,-1,22067,20740
18316,1,29446,28096
18317,1,29262,28188
18318,1,26314,25681
18319,1,32026,31458
18320,1,2170,3103
18321,-1,27081,28555
18322,1,22403,20524
18323,-1,24821,23927
18324,-1,24006,22896
18325,-1,23038,22450
18326,1,32230,32091
18327,1,26205,25421
18328,-1,26354,25492
18329,-1,27475,27575
18330,-1,33026,32572
18331,1,5257,1181
18332,-1,25541,23317
18333,1,32304,31808
18334,1,22946,21865
18335,1,22972,22455
18336,1,33807,33212
18337,1,29981,29159
18338,-1,34210,33871
18339,-1,30616,29511
18340,-1,34345,34201
18341,-1,15209,13286
18342,1,29525,28733
18343,1,5423,1853
18344,1,8505,4447
18345,-1,11759,3491
18346,-1,15429,14831
18347,-1,32244,31883
18348,1,2941,1592
18349,1,23482,21604
18350,-1,26193,24573
18351,1,28372,26800
18352,1,30726,30244
18353,1,12128,5847
18354,-1,23026,22135
18355,-1,24769,23730
18356,-1,34146,33770
18357,1,25353,24226
18358,-1,31235,30456
18359,-1,27844,26451
18360,1,32372,32198
18361,1,27593,28099
18362,-1,27329,26548
18363,1,29429,28417
18364,1,25988,25421
18365,-1,34259,34142
18366,1,10314,9049
18367,-1,31211,30465
18368,-1,6661,6200
18369,-1,14062,9516
18370,1,2284,2142
18371,1,27794,26026
18372,-1,21734,20121
18373,-1,16343,13959
18374,1,33097,32769
18375,1,18300,17314
18376,1,11436,7115
18377,-1,30075,28994
18378,1,30380,29495
18379,1,9798,9022
18380,-1,29853,28854
18381,-1,31491,30666
18382,1,11052,7345
18383,1,9102,3501
18384,-1,31255,30304
18385,1,27010,25343
18386,-1,30883,29880
18387,1,28214,26965
18388,-1,30131,29126
18389,-1,27530,26861
18390,-1,30755,29455
18391,1,24622,24465
18392,-1,33238,32627
18393,1,5803,712
18394,1,33490,34134
18395,1,6219,1437
18396,1,27199,26143
18397,-1,27780,26428
18398,1,31913,31454
18399,-1,24429,22195
18400,-1,27309,26079
18401,-1,14417,10959
18402,1,30946,29889
18403,1,2272,1691
18404,1,6756,5514
18405,1,9474,9073
18406,-1,24123,24481
18407,-1,5840,1925
18408,1,22574,20366
18409,-1,31553,30968
18410,1,9039,3378
18411,-1,21791,20020
18412,1,14898,12086
18413,-1,21877,19938
18414,-1,8380,6101
18415,1,20740,19412
18416,-1,17170,15514
18417,1,29799,29385
18418,1,26882,25581
18419,1,11136,5002
18420,1,33394,33345
18421,1,5316,1917
18422,1,5311,732
18423,1,34235,33887
18424,-1,12429,6243
18425,-1,32144,32050
18426,-1,30567,29464
18427,1,25130,23959
18428,1,4007,449
18429,-1,5480,1694
18430,-1,5409,1984
18431,-1,10618,5064
18432,1,32934,32630
18433,1,17846,17138
18434,1,30294,30244
18435,-1,7369,4960
18436,1,5220,1450
18437,-1,30101,29341
18438,-1,4851,1534
18439,1,32046,31045
18440,-1,26969,25123
18441,-1,30569,29970
18442,1,30634,29681
18443,-1,28975,27171
18444,-1,23305,21881
18445,-1,7803,5084
18446,1,31399,30568
18447,-1,9726,8387
18448,1,25672,23629
18449,-1,5110,509
18450,-1,33748,32991
18451,-1,26093,24855
18452,1,732,249
18453,-1,31444,30608
18454,1,27802,26625
18455,-1,31501,30280
18456,1,12579,4853
18457,-1,7944,4274
18458,-1,18093,17105
18459,-1,22843,19893
18460,-1,31765,31556
18461,1,31794,31548
18462,1,17304,16635
18463,1,2212,5686
18464,1,3131,791
18465,-1,27717,26191
18466,-1,7818,6114
18467,-1,23087,21932
18468,-1,24997,23507
18469,-1,24762,23756
18470,-1,12085,6020
18471,1,1759,184
18472,-1,29388,27587
18473,1,32582,32468
18474,1,47,2090
18475,-1,22042,20226
18476,1,13089,12032
18477,1,24691,23896
18478,-1,29922,28906
18479,1,28567,28430
18480,-1,2332,985
18481,1,18709,17327
18482,-1,31305,30530
18483,-1,29122,27891
18484,1,27654,25990
18485,-1,5631,1554
18486,-1,30120,28926
18487,-1,6708,5329
18488,-1,22846,21331
18489,1,5561,1675
18490,1,14291,10674
18491,-1,14816,12313
18492,1,23601,21748
18493,1,22652,20850
18494,1,34102,33636
18495,-1,7793,4010
18496,-1,24443,22324
18497,1,7208,5006
18498,1,274,23
18499,-1,952,47
18500,-1,11175,3887
18501,-1,2830,1915
18502,-1,34279,34212
18503,1,23783,21447
18504,1,1957,233
18505,1,17948,16999
18506,1,24390,22849
18507,-1,26011,25848
18508,1,17693,17138
18509,1,12735,11635
18510,-1,2013,140
18511,-1,32547,32360
18512,-1,30127,28880
18513,-1,27843,26848
18514,1,2757,4591
18515,1,18017,16740
18516,-1,33194,32826
18517,1,12273,6200
18518,-1,27875,26973
18519,1,5005,1278
18520,1,4379,1693
18521,-1,24175,22018
18522,-1,18423,17637
18523,-1,12334,3117
18524,-1,26340,28553
18525,1,7696,3624
18526,1,20470,18822
18527,-1,7530,6507
18528,1,16885,15930
18529,-1,29043,27935
18530,-1,12329,6811
18531,1,7531,5849
18532,1,18015,17250
18533,1,34273,34260
18534,1,33973,33701
18535,1,18603,18239
18536,-1,32006,31521
18537,-1,30374,29578
18538,-1,28302,26222
18539,1,31892,31112
18540,-1,31354,31296
18541,-1,28306,26924
18542,1,8434,4952
18543,-1,7645,5002
18544,-1,34267,34227
18545,1,4890,364
18546,1,25307,28336
18547,-1,32325,31901
18548,-1,14099,12579
18549,1,31991,31285
18550,-1,31013,30440
18551,-1,30225,28863
18552,-1,30066,28726
18553,1,32754,32394
18554,-1,27991,26909
18555,-1,24926,23546
18556,1,30582,30094
18557,1,10502,6221
18558,1,25590,23627
18559,1,30532,30005
18560,-1,31364,30701
18561,-1,6468,3026
18562,-1,19173,17628
18563,1,26161,24827
18564,-1,11428,2723
18565,1,23984,23041
18566,1,15859,14949
18567,-1,6221,6209
18568,-1,11869,4806
18569,1,20692,23168
18570,-1,1902,2203
18571,-1,29529,28769
18572,-1,29091,28047
18573,1,28164,28672
18574,1,19226,17294
18575,-1,28991,29452
18576,1,31981,31019
18577,-1,6161,1576
18578,-1,33196,32716
18579,-1,25268,23598
18580,1,24317,21949
18581,-1,25915,23010
18582,-1,30979,30194
18583,1,18298,17292
18584,1,21468,19742
18585,1,5725,874
18586,-1,24928,24444
18587,1,33582,33071
18588,1,19143,19112
18589,-1,28692,27324
18590,1,27937,26517
18591,-1,30698,30118
18592,-1,8925,4692
18593,1,26465,24992
18594,1,4533,4608
18595,-1,28931,28042
18596,-1,27580,26489
18597,1,5001,2149
18598,1,5520,875
18599,1,19748,19495
18600,1,26927,25724
18601,1,24690,23980
18602,1,19514,17642
18603,-1,27776,26545
18604,-1,33279,32754
18605,1,32452,32185
18606,1,18529,17294
18607,-1,24441,22514
18608,-1,6165,6123
18609,1,30844,32045
18610,1,23524,21561
18611,-1,13260,10801
18612,1,32741,32445
18613,1,250,21
18614,1,12273,6221
18615,1,1076,28
18616,-1,14965,12304
18617,-1,26689,24994
18618,1,26722,25464
18619,1,19279,17886
18620,1,27743,27747
18621,1,21774,20161
18622,-1,22028,20893
18623,-1,25650,23388
18624,1,10729,4614
18625,-1,7691,5006
18626,1,25247,24242
18627,1,18612,17328
18628,-1,6087,1269
18629,1,28750,28119
18630,1,28099,25962
18631,1,28507,27796
18632,-1,17177,15338
18633,-1,29780,28450
18634,-1,16732,16481
18635,1,32078,31270
18636,-1,34360,34331
18637,1,22581,20179
18638,-1,30211,28918
18639,-1,7729,3666
18640,1,25565,23999
18641,1,19131,17798
18642,-1,14168,11231
18643,1,9705,7684
18644,1,12130,6089
18645,-1,26220,24859
18646,1,30522,30182
18647,1,31030,30663
18648,1,22865,20850
18649,-1,11860,5871
18650,-1,4004,1895
18651,-1,8260,2586
18652,1,21460,20542
18653,-1,31673,30455
18654,-1,29882,28975
18655,1,9282,7552
18656,1,13275,10341
18657,-1,3683,866
18658,1,13348,10062
18659,-1,24113,21669
18660,-1,28761,28404
18661,1,12787,11328
18662,-1,29677,29385
18663,-1,92,9
18664,1,17286,16868
18665,1,22020,20402
18666,-1,26233,24739
18667,-1,4822,305
18668,1,20491,18913
18669,-1,29702,29371
18670,1,31112,30752
18671,-1,4210,5953
18672,-1,10115,7462
18673,1,1243,158
18674,-1,30524,29469
18675,-1,33921,33483
18676,1,11415,4951
18677,-1,12625,3337
18678,1,31515,30808
18679,1,12594,2288
18680,1,34199,33884
18681,1,30262,29477
18682,1,19768,18301
18683,1,24565,23544
18684,-1,26631,25966
18685,1,6788,4601
18686,-1,32055,31566
18687,1,27461,26543
18688,-1,29303,27353
18689,1,16939,15165
18690,-1,31151,30760
18691,-1,27602,26747
18692,-1,30300,29750
18693,1,23924,22702
18694,1,13995,9181
18695,1,26557,25511
18696,1,17306,16635
18697,1,2857,953
18698,-1,28875,27366
18699,1,21341,19104
18700,1,21531,19863
18701,-1,31325,30457
18702,1,10661,7228
18703,1,30045,29091
18704,1,32184,31822
18705,1,21546,20539
18706,1,28941,27604
18707,-1,29270,28370
18708,1,21635,19718
18709,1,17052,15295
18710,1,14371,10801
18711,1,6727,3523
18712,-1,27166,25184
18713,-1,25916,23171
18714,1,34076,33702
18715,1,28050,26069
18716,1,20483,18793
18717,-1,30022,29046
18718,1,31670,30327
18719,1,28597,27354
18720,-1,3377,1868
18721,-1,27810,27802
18722,1,26895,25779
18723,-1,26793,25521
18724,1,27445,25993
18725,1,17439,16796
18726,1,2183,292
18727,-1,32697,32366
18728,1,19643,17301
18729,1,34350,23726
18730,1,17997,15415
18731,-1,33164,32736
18732,-1,33606,33034
18733,-1,7846,5432
18734,1,3546,956
18735,1,30432,29618
18736,-1,34357,34303
18737,-1,32287,32097
18738,-1,5815,2014
18739,-1,31957,31539
18740,1,29717,28774
18741,-1,33652,33095
18742,-1,32220,31998
18743,-1,15556,13025
18744,1,32861,32502
18745,-1,26515,24732
18746,-1,33409,33082
18747,1,3149,1445
18748,1,8369,4683
18749,-1,10927,5002
18750,1,31261,30419
18751,1,2119,284
18752,-1,25173,25697
18753,-1,1075,205
18754,-1,28490,27721
18755,-1,32465,32165
18756,-1,8604,5085
18757,1,8886,3536
18758,-1,29986,29355
18759,1,17952,16674
18760,1,24504,22251
18761,-1,30829,29974
18762,-1,31443,30246
18763,-1,26943,24704
18764,1,29343,27212
18765,-1,29296,27788
18766,1,17212,15930
18767,-1,30305,29643
18768,-1,28101,27102
18769,-1,32324,31718
18770,-1,26736,25577
18771,-1,3553,1379
18772,-1,30506,29952
18773,-1,33459,32966
18774,1,19816,21871
18775,1,11146,4010
18776,1,28942,27528
18777,1,14671,11596
18778,1,5791,1860
18779,-1,6106,353
18780,-1,31579,30977
18781,-1,31511,30628
18782,-1,32743,32503
18783,1,25592,23914
18784,1,24826,23920
18785,-1,8775,4601
18786,-1,32664,32404
18787,1,30586,29767
18788,-1,17676,17038
18789,-1,27014,24761
18790,-1,202,25
18791,-1,10006,7063
18792,1,21093,19418
18793,-1,25406,24377
18794,1,25178,23962
18795,-1,7227,2877
18796,1,16131,14927
18797,1,11256,8466
18798,-1,14525,12313
18799,1,10893,12514
18800,1,13020,10582
18801,1,7185,4135
18802,1,32774,32489
18803,-1,24251,22726
18804,-1,29190,29959
18805,-1,6229,2146
18806,-1,28873,27174
18807,1,6171,603
18808,-1,29603,29398
18809,1,17294,17416
18810,-1,24366,21605
18811,-1,31489,30774
18812,1,7705,3526
18813,1,32061,31078
18814,-1,25579,23531
18815,1,406,141
18816,1,31330,30576
18817,1,18312,20369
18818,1,29569,28438
18819,1,31080,30455
18820,1,26317,25715
18821,-1,7895,6107
18822,-1,24905,23829
18823,1,20705,18697
18824,-1,26289,25425
18825,-1,32653,32476
18826,1,32727,32485
18827,-1,25882,24352
18828,1,4553,2189
18829,1,16970,15540
18830,1,2411,603
18831,-1,25335,23274
18832,-1,33177,32625
18833,1,22085,20702
18834,1,4652,1322
18835,-1,16862,16109
18836,1,7498,4599
18837,-1,10441,6727
18838,-1,23169,22645
18839,1,6737,12048
18840,1,25728,23362
18841,1,12117,7242
18842,-1,29527,28639
18843,1,20968,19228
18844,-1,28923,28254
18845,-1,28580,27325
18846,1,20063,18661
18847,-1,3666,1133
18848,1,1914,104
18849,-1,15583,13424
18850,1,19248,17916
18851,1,18569,17394
18852,-1,3355,939
18853,1,2959,1254
18854,-1,30340,29972
18855,-1,28976,27816
18856,1,5774,2903
18857,-1,34116,33440
18858,1,23408,21440
18859,1,17430,23662
18860,1,29589,28792
18861,-1,24751,22938
18862,1,29498,29396
18863,-1,4151,564
18864,-1,21512,20339
18865,1,30543,29998
18866,-1,7538,4171
18867,-1,23971,22491
18868,1,30902,29661
18869,-1,32074,31597
18870,1,7228,4191
18871,1,15264,14883
18872,1,17575,16903
18873,1,19429,17313
18874,-1,24221,21602
18875,1,4102,1322
18876,1,17262,15930
18877,1,26010,25246
18878,-1,29141,28355
18879,-1,30152,28444
18880,-1,31841,31191
18881,1,16912,16386
18882,1,3963,1479
18883,-1,8562,2482
18884,1,34022,33701
18885,-1,32020,31463
18886,1,22223,20595
18887,-1,22345,19928
18888,1,8686,2364
18889,-1,33435,33258
18890,-1,169,18
18891,1,4242,1163
18892,-1,13868,10760
18893,1,31545,30575
18894,1,12112,6081
18895,-1,32065,31318
18896,1,9255,7439
18897,-1,27735,26440
18898,-1,2378,1365
18899,1,31470,30569
18900,-1,31595,30835
18901,-1,23200,22042
18902,-1,31391,30968
18903,-1,16800,16007
18904,1,26474,24818
18905,-1,7455,2597
18906,1,12371,8950
18907,1,28004,27015
18908,1,22037,19991
18909,-1,17879,16157
18910,1,28081,26826
18911,1,7210,6199
18912,-1,1693,177
18913,1,16135,12647
18914,1,32862,32502
18915,1,33735,33128
18916,-1,33207,32539
18917,-1,28177,26359
18918,-1,4156,1577
18919,-1,28449,28038
18920,-1,14434,11705
18921,1,10472,3277
18922,-1,24547,23591
18923,-1,27261,26662
18924,-1,32039,31636
18925,1,8701,4654
18926,-1,2601,1805
18927,1,20475,18918
18928,-1,23072,22111
18929,1,28885,28186
18930,1,21750,20879
18931,1,25583,24145
18932,1,23992,22013
18933,-1,16652,16483
18934,1,12111,6107
18935,1,21820,24835
18936,-1,26791,25567
18937,1,30255,29704
18938,-1,11113,3397
18939,-1,30845,29762
18940,1,12075,8740
18941,-1,31267,30525
18942,1,10398,6226
18943,1,10379,4981
18944,1,23013,21892
18945,-1,28012,26541
18946,1,29399,27171
18947,-1,10753,8950
18948,-1,9939,7047
18949,1,29304,27593
18950,1,19245,18019
18951,-1,32959,32831
18952,-1,3372,885
18953,-1,13424,11814
18954,1,9507,7673
18955,1,993,148
18956,1,26495,25065
18957,1,28904,27393
18958,1,25466,24018
18959,1,1691,82
18960,1,374,141
18961,1,33529,32961
18962,1,17000,15130
18963,1,32890,32842
18964,1,13544,9379
18965,1,27796,26625
18966,-1,13733,9292
18967,1,23639,22659
18968,-1,10242,8390
18969,-1,24117,21404
18970,1,12573,4381
18971,-1,30629,29661
18972,1,30686,29972
18973,-1,26741,24528
18974,-1,2242,71
18975,-1,30515,29475
18976,1,9764,7708
18977,1,30510,30124
18978,-1,9877,8039
18979,1,23292,22355
18980,-1,25867,23591
18981,-1,32786,32464
18982,1,32433,32243
18983,1,4141,1130
18984,1,7620,4210
18985,-1,32712,32501
18986,1,16176,14399
18987,-1,2766,2763
18988,-1,24994,24211
18989,1,21395,20922
18990,1,4348,1181
18991,1,4049,723
18992,1,2499,1805
18993,1,30247,30136
18994,-1,25610,23920
18995,-1,11485,6807
18996,1,26453,25141
18997,-1,18668,17438
18998,-1,8495,4068
18999,-1,30236,29339
19000,1,9599,6917
19001,-1,33360,32970
19002,-1,6225,511
19003,-1,31449,30990
19004,1,20468,18325
19005,-1,33947,33382
19006,-1,14363,10851
19007,-1,28935,27750
19008,-1,1315,198
19009,-1,10788,7165
19010,1,20407,18661
19011,-1,32477,32291
19012,-1,25521,23836
19013,-1,27878,26973
19014,1,10450,4097
19015,-1,5698,2161
19016,1,32866,32377
19017,-1,26508,24530
19018,1,26440,25066
19019,1,4951,2212
19020,-1,32779,32396
19021,-1,25473,24030
19022,-1,26157,24540
19023,-1,26757,25068
19024,1,28000,26872
19025,1,29899,28543
19026,1,18358,17905
19027,-1,28504,27338
19028,-1,28840,27324
19029,-1,23733,21467
19030,1,23654,22322
19031,-1,29286,28430
19032,1,7009,4092
19033,-1,14958,12273
19034,-1,23528,22065
19035,1,27759,26829
19036,-1,32484,32150
19037,-1,26472,25602
19038,1,12314,2265
19039,1,30874,29542
19040,1,1897,219
19041,1,32820,32429
19042,1,26938,25437
19043,-1,24923,26460
19044,1,9118,6692
19045,-1,8718,5920
19046,1,6249,2080
19047,-1,9301,8059
19048,1,7909,2419
19049,-1,3172,7994
19050,1,19847,19351
19051,1,15957,14897
19052,1,9741,6822
19053,1,30808,29674
19054,1,7813,2941
19055,1,26386,25337
19056,-1,12749,9225
19057,-1,33287,32530
19058,-1,31048,30394
19059,1,33404,32965
19060,1,12338,3540
19061,-1,30162,29049
19062,1,190,9
19063,1,20674,19111
19064,-1,4346,1928
19065,-1,12260,3353
19066,-1,244,2
19067,-1,2417,1267
19068,1,21565,22534
19069,1,3786,511
19070,-1,27737,26616
19071,-1,26744,24698
19072,1,12727,12241
19073,-1,13893,10136
19074,-1,31162,30772
19075,-1,29615,29210
19076,1,2114,284
19077,-1,24909,23776
19078,-1,23529,22065
19079,1,22182,19949
19080,1,21011,18788
19081,1,32243,31974
19082,1,24388,22002
19083,1,28472,27632
19084,-1,5874,1631
19085,-1,9516,7552
19086,1,25485,24260
19087,1,29539,29037
19088,-1,11574,6959
19089,-1,28165,26836
19090,-1,31682,30502
19091,-1,7790,2298
19092,1,16867,16258
19093,1,28682,27788
19094,1,26213,24992
19095,1,11459,6522
19096,-1,3704,979
19097,-1,24584,24168
19098,-1,5025,1275
19099,-1,28173,26906
19100,-1,17192,16105
19101,1,22523,21206
19102,1,13180,9573
19103,1,18140,16577
19104,-1,27351,26112
19105,1,15116,14488
19106,-1,24433,22297
