n,url,label
2139,"Le_vote_%C3%A9lectronique_permet_de_r%C3%A9aliser_des_%C3%A9conomies_de_personnel","Des économies de personnel"
2140,"Les_machines_%C3%A0_voter_ont_une_dur%C3%A9e_de_vie_limit%C3%A9e","Des machines à la durée de vie limitée"
2141,"Les_machines_%C3%A0_voter_ont_un_co%C3%BBt_d%27entretien,_d%27assistance_et_de_formation","Des technologies ayant un coût d'entretien, d'assistance et de formation"
2142,"Le_vote_%C3%A9lectronique_a_un_co%C3%BBt_de_formation_et_de_communication_aux_citoyens","Un coût de formation et de communication aux citoyens"
2143,"Le_vote_%C3%A9lectronique_est_un_investissement_%C3%A9lev%C3%A9_au_vu_de_son_utilisation","Un investissement élevé au vu de son utilisation"
2144,"On_a_observ%C3%A9_un_surco%C3%BBt_dans_les_exp%C3%A9riences_de_vote_%C3%A9lectronique_men%C3%A9es","Un surcoût observé dans les expériences menées"
2145,"La_justice_divine_est_imp%C3%A9n%C3%A9trable_pour_la_plupart_des_hommes","La justice divine est impénétrable pour la plupart des hommes"
2146,"Dieu_peut_tr%C3%A8s_bien_%C3%A9lire_un_peuple_selon_Sa_volont%C3%A9","Dieu peut très bien élire un peuple selon Sa volonté"
2147,"leaf_620","Les hommes bénéficient des discriminations envers les femmes"
2148,"leaf_621","La précision des notes n'est pas très utile"
2149,"Les_notes_donnent_une_id%C3%A9e_vague_des_apprentissages","Les notes donnent une idée vague des apprentissages"
2150,"La_fili%C3%A8re_%C3%A9lectronucleaire_n%27%C3%A9met_que_tr%C3%A8s_peu_de_gaz_%C3%A0_effet_de_serre.","La filière électronucleaire n'émet que très peu de gaz à effet de serre."
2151,"leaf_622","C'est l'une des énergies qui consomme le moins de ressource"
2152,"leaf_623","La fillière nucléaire est celle qui a tué le moins de personnes par Kwh produit."
2153,"leaf_624","C'est une fillière exigeante, stricte, soumise a énormément de normes et de controles."
2154,"Les_d%C3%A9chets_de_haute_activit%C3%A9_sont_produit_en_quantit%C3%A9_extr%C3%A9mement_faible.","Les déchets de haute activité sont produit en quantité extrémement faible."
2155,"leaf_625","Des ressources pouvant subvenir aux besoins de l'humanité pour plusieurs millénaires si l'on considère la surgénération."
2156,"leaf_626","La filière électronucléaire s'affranchie des conditions climatiques pour produire"
2157,"leaf_627","Le nucléaire à une emprise au sol faible au vue de l'énergie produite."
2158,"Le_nucl%C3%A9aire_fran%C3%A7ais_(hors_nucl%C3%A9aire_militaire)_est_une_industrie_transparente","Le nucléaire français (hors nucléaire militaire) est une industrie transparente"
2159,"leaf_628","Le risque nucléaire est un risque catastrophique et systémique"
2160,"leaf_629","Le risque nucléaire, comme calculé par les études probabilistes de sûreté, est largement sous-estimé"
2161,"leaf_630","La gestion des déchets nucléaires engage les générations futures sur plusieurs décennies"
2162,"leaf_631","Peu participer à la prolifération des armes nucléaires"
2163,"Le_juda%C3%AFsme_condamne_le_culte_rendu_%C3%A0_d%27autres_dieux_que_Yahv%C3%A9","Le judaïsme condamne le culte rendu à d'autres dieux que Yahvé"
2164,"L%C3%A9nine_a_ordonn%C3%A9_des_ex%C3%A9cutions_exp%C3%A9ditives_contre_les_Cosaques","Des exécutions expéditives"
2165,"L%C3%A9nine_a_ordonn%C3%A9_l%27enfermement_des_vieillards,_des_femmes_et_des_enfants_cosaques","L'enfermement des vieillards, des femmes et des enfants"
2166,"Chacun_doit_faire_preuve_de_tol%C3%A9rance","Chacun doit faire preuve de tolérance"
2167,"Les_paroles_ne_sont_pas_des_actes","Les paroles ne sont pas des actes"
2168,"Limiter_la_libert%C3%A9_d%27expression_est_n%C3%A9cessaire","Limiter la liberté d'expression est nécessaire pour protéger les personnes et maintenir l'équilibre global de la société"
2169,"Il_existe_des_failles_informatiques_dans_les_syst%C3%A8mes_de_vote_%C3%A9lectronique","Des failles informatiques existent"
2170,"Les_machines_%C3%A0_voter_peuvent_avoir_des_dysfonctionnements","Les machines peuvent avoir des dysfonctionnements"
2171,"Le_risque_de_cyberattaque_est_r%C3%A9el_dans_le_cas_du_vote_%C3%A9lectronique","Le risque de cyberattaque est réel"
2172,"Le_vote_n%27est_pas_un_acte_individuel_comme_un_autre","Le vote n'est pas un acte individuel comme un autre"
2173,"Le_vote_dans_l%27urne_transparente_et_le_d%C3%A9pouillement_font_partie_du_c%C3%A9r%C3%A9monial_r%C3%A9publicain","Le vote dans l'urne transparente et le dépouillement font partie du cérémonial républicain"
2174,"leaf_632","Le nationalisme est une source majeure de conflit"
2175,"On_pourrait_red%C3%A9ployer_des_fonctionnaires_pour_accompagner_les_personnes_en_situation_de_pauvret%C3%A9_dans_une_soci%C3%A9t%C3%A9_avec_un_revenu_de_base","Un redéploiement des fonctionnaires mis au chômage technique"
2176,"leaf_633","Il existe le vote sanction"
2177,"leaf_634","La durée des mandats des élus est limitée"
2178,"leaf_635","Certains pays ont légalisé l'utilisation thérapeutique sans que l'utilisation récréative le soit. On peut les dissocier."
2179,"La_d%C3%A9p%C3%A9nalisation_du_cannabis_r%C3%A9cr%C3%A9atif_ouvrirait_la_voie_%C3%A0_l%27utilisation_th%C3%A9rapeutique","La dépénalisation du cannabis récréatif ouvrirait la voie à l'utilisation thérapeutique"
2180,"L%27utilisation_th%C3%A9rapeutique_du_cannabis_n%27est_pas_sans_danger","L'utilisation thérapeutique du cannabis est-elle appropriée ?"
2181,"leaf_636","Depuis quand est-il criminel de prendre aux riches pour redistribuer aux pauvres ?"
2182,"L%C3%A9nine_a_encourag%C3%A9_le_pillage_des_riches","Lénine a encouragé le pillage des riches"
2183,"leaf_637","Le communisme est liberticide"
2184,"leaf_638","Le communisme est antidémocratique"
2185,"leaf_639","Le communisme est une idéologie totalitaire"
2186,"leaf_640","Le communisme se moque de l'écologie"
2187,"Le_communisme_se_moque_de_l%27art","Le communisme se moque de l'art"
2188,"leaf_641","Le communisme est une imposture"
2189,"leaf_642","Dieu est un être simple"
2190,"Les_salaires_des_footballeurs_professionnels_sont_d%C3%A9mesur%C3%A9s","Niveaux de salaire démesurés"
2191,"leaf_643","Ecarts de salaire entre joueurs démesurés"
2192,"Les_salaires_des_footballeurs_professionnels_les_plus_%C3%A9lev%C3%A9s_illusionnent_sur_le_salaire_de_la_majorit%C3%A9_des_joueurs","Les salaires les plus élevés illusionnent sur le salaire de la majorité des joueurs"
2193,"leaf_644","Les joueurs bénéficient aussi de primes et de rentes"
2194,"leaf_645","Les salaires ne font qu'obéir à la loi de l'offre et de la demande"
2195,"Les_salaires_des_footballeurs_professionnels_sont_justifi%C3%A9s_par_la_valeur_cr%C3%A9%C3%A9e","Salaires justifiés par la valeur créée"
2196,"Les_salaires_des_footballeurs_professionnels_sont_justifi%C3%A9s_par_les_inconv%C3%A9nients_du_m%C3%A9tier","Salaires justifiés par les inconvénients du métier"
2197,"Les_salaires_des_footballeurs_professionnels_sont_justifi%C3%A9s_par_l%27utilit%C3%A9_sociale_du_football","Salaires justifiés par l'utilité sociale du football"
2198,"leaf_646","Ne pas confondre salaires et revenus du sponsoring et des transferts"
2199,"Certains_footballeurs_professionnels_reversent_une_partie_de_leur_salaire_%C3%A0_des_associations_caritatives","Certains joueurs reversent une partie de leur salaire à des associations caritatives"
2200,"M%C3%AAme_dans_les_pays_industrialis%C3%A9s,_les_ouvriers_d%27industrie_sont_tr%C3%A8s_loin_d%27avoir_disparu","Même dans les pays industrialisés, les ouvriers d'industrie sont très loin d'avoir disparu"
2201,"La_bourgeoisie_n%27ignore_pas_l%27existence_de_la_classe_ouvri%C3%A8re","La bourgeoisie n'ignore pas l'existence de la classe ouvrière"
2202,"Il_ne_faut_pas_confondre_classe_ouvri%C3%A8re_et_mouvement_ouvrier","Il ne faut pas confondre classe ouvrière et mouvement ouvrier"
2203,"leaf_647","Le trouble à l'ordre public est une notion arbitraire"
2204,"Il_faut_limiter_la_libert%C3%A9_d%27expression_pour_lutter_contre_les_manifestations_risquant_de_troubler_l%27ordre_public","Contre les manifestations risquant de troubler l'ordre public"
2205,"leaf_648","La limitation au droit de manifester est typique des régimes autoritaires"
2206,"leaf_649","L'invocation du trouble à l'ordre public sert à étouffer la contestation"
2207,"leaf_650","C'est le talent qui compte et c'est cela qui est rétribué"
2208,"Les_footballeurs_professionnels_sont_trop_pay%C3%A9s_par_rapport_au_niveau_d%27%C3%A9tude_et_aux_responsabilit%C3%A9s","Par rapport au niveau d'étude et aux responsabilités"
2209,"leaf_651","Recrutement trop jeune pour permettre de longues études"
2210,"Les_responsabilit%C3%A9s_des_footballeurs_professionnels_sont_importantes","Leurs responsabilités sont importantes"
2211,"Une_rumeur_reposant_sur_une_fraude_scientifique","Une rumeur reposant sur une fraude scientifique"
2212,"leaf_652","Réduction  rapide des volumes de déchets"
2213,"Le_hasard_ne_peut_suffire_%C3%A0_expliquer_la_cr%C3%A9ation,_l%27adaptation_et_la_complexit%C3%A9_des_esp%C3%A8ces","Le hasard ne peut suffire à expliquer la création, l'adaptation et la complexité des espèces"
2214,"A_sa_mort,_en_janvier_1924,_sa_veuve_Nadejda_Kroupska%C3%AFa_a_mis_en_garde_contre_son_culte","A sa mort, en janvier 1924, sa veuve Nadejda Kroupskaïa a mis en garde contre son culte"
2215,"Le_vote_%C3%A9lectronique_ne_r%C3%A9duit_pas_syst%C3%A9matiquement_l%27abstention","La réduction de l'abstention n'est pas systématique"
2216,"L%27abstention_ne_peut_%C3%AAtre_r%C3%A9solue_que_par_l%27%C3%A9ducation","L'abstention ne peut être résolue que par l'éducation"
2217,"L%27abstention_doit_%C3%AAtre_r%C3%A9solue_par_le_vote_obligatoire","L'abstention doit être résolue par le vote obligatoire"
2218,"L%27abstention_est_un_probl%C3%A8me_de_fond_complexe","L'abstention est un problème de fond complexe"
2219,"Le_vote_%C3%A9lectronique_pourrait_augmenter_la_d%C3%A9fiance_des_citoyens","Le vote électronique pourrait au contraire augmenter la défiance des citoyens"
2220,"Les_donn%C3%A9es_fondant_la_th%C3%A8se_de_la_pause_dans_le_r%C3%A9chauffement_climatique_sont_biais%C3%A9es","Des données sont biaisées"
2221,"Le_ralentissement_du_r%C3%A9chauffement_climatique_entre_1998_et_2012_s%27explique_par_des_facteurs_naturels","Ce ralentissement s'explique par des facteurs naturels"
2222,"La_tendance_au_r%C3%A9chauffement_climatique_a_repris_%C3%A0_partir_de_2013","La tendance au réchauffement climatique a repris à partir de 2013"
2223,"Il_faut_consid%C3%A9rer_la_tendance_au_r%C3%A9chauffement_climatique_sur_une_longue_p%C3%A9riode","Il faut considérer la tendance au réchauffement climatique sur une longue période"
2224,"La_justice_anglaise_a_innocent%C3%A9_Wakefield_et_son_coll%C3%A8gue_et_a_m%C3%AAme_reconnu_que_ses_accusateurs_(l%27%C3%A9quivalent_du_conseil_de_l%27ordre_anglais)_ont_%C3%A9t%C3%A9_malhonn%C3%AAtes","La justice anglaise a innocenté Wakefield et son collègue et a même reconnu que ses accusateurs (l'équivalent du conseil de l'ordre anglais) ont été  malhonnêtes"
2225,"leaf_653","Le capitalisme est responsable de l'augmentation des maladies chroniques"
2226,"Le_capitalisme_nuit_gravement_%C3%A0_la_sant%C3%A9_de_la_population","Le capitalisme nuit gravement à la santé de la population"
2227,"leaf_654","Le capitalisme est responsable de l'augmentation des maladies mentales"
2228,"leaf_655","Le capitalisme est responsable de l'augmentation des addictions nocives"
2229,"leaf_656","Le capitalisme favorise une alimentation délétère"
2230,"leaf_657","Le capitalisme engendre de nombreux scandales sanitaires"
2231,"leaf_658","Les migrants représentent des inconvénients autres qu'économiques"
2232,"Le_co%C3%BBt_de_l%27immigration_est_largement_controvers%C3%A9","Le coût de l'immigration est largement controversé"
2233,"Les_luttes_ouvri%C3%A8res_sont_en_baisse_continuelle","Les luttes ouvrières sont en baisse continuelle"
2234,"Les_luttes_ouvri%C3%A8res_sont_de_plus_en_plus_d%C3%A9fensives,_localis%C3%A9es_et_cat%C3%A9gorielles","Les luttes ouvrières sont de plus en plus défensives, localisées et catégorielles"
2235,"leaf_659","Les syndicats ont intégré la logique gestionnaire"
2236,"leaf_660","Les luttes ouvrières sont de plus en plus réactionnaires"
2237,"leaf_661","Les luttes d'aujourd'hui sont portées par d'autres acteurs sociaux"
2238,"La_classe_ouvri%C3%A8re_du_tiers-monde_commence_%C3%A0_lutter","La classe ouvrière du tiers-monde commence à lutter"
2239,"Le_salaire_%C3%A0_vie_permet_d%27en_finir_avec_la_mis%C3%A8re_et_la_pauvret%C3%A9","Disparition de la misère et de la pauvreté"
2240,"Le_salaire_%C3%A0_vie_permet_d%27en_finir_avec_le_probl%C3%A8me_du_ch%C3%B4mage","Disparition du problème du chômage"
2241,"Le_salaire_%C3%A0_vie_permet_d%27en_finir_avec_la_propri%C3%A9t%C3%A9_lucrative","Fin de la propriété lucrative"
2242,"Le_salaire_%C3%A0_vie_permet_d%27instaurer_une_d%C3%A9mocratie_%C3%A9conomique","La démocratie économique"
2243,"La_hi%C3%A9rarchie_des_salaires_%C3%A0_vie_est_source_de_grands_conflits","L'échelle des salaires, source de grands conflits"
2244,"leaf_662","Le droit de manifestation est un droit fondamental pour tous"
2245,"leaf_663","L'élection est aristocratique"
2246,"leaf_664","Confondre la démocratie et le gouvernement représentatif est une imposture historique"
2247,"leaf_665","La démocratie repose sur le tirage au sort"
2248,"leaf_666","Les citoyens ne sont pas assez éduqués pour la démocratie directe"
2249,"leaf_667","La démocratie directe n'est pas applicable à l'échelle d'un pays"
2250,"leaf_668","La démocratie directe n'est pas applicable dans une société reposant sur la spécialisation des tâches"
2251,"leaf_669","La démocratie directe athénienne reposait sur le travail des femmes et des esclaves"
2252,"leaf_670","La démocratie directe athénienne a été un échec"
2253,"leaf_671","Ce qui est peu crédible peut être vrai"
2254,"leaf_672","Dieu est à l'image de l'homme parce que l'homme est à l'image de Dieu"
2255,"leaf_673","Les religions sont responsables de nombreuses guerres"
2256,"leaf_674","Le capitalisme fait travailler les personnes dans des conditions indécentes"
2257,"Le_capitalisme_exploite_et_opprime_les_travailleurs","Le capitalisme exploite et opprime les travailleurs"
2258,"leaf_675","Le travail salarié dégrade la santé des travailleurs"
2259,"leaf_676","Le travail salarié est à l'origine de nombreux accidents"
2260,"leaf_677","Le travail salarié est à l'origine de souffrances psychologiques"
2261,"leaf_678","Le travail salarié aliène et déshumanise"
2262,"leaf_679","Le travail salarié asservit les individus"
2263,"leaf_680","Le capitalisme encourage et maintient le travail des enfants"
2264,"La_Douleur_chez_les_animaux_ne_peut_pas_%C3%AAtre_d%C3%A9termin%C3%A9e_directement_mais_peut_%C3%AAtre_d%C3%A9duite_par_des_r%C3%A9actions_physiologiques_et_comportementales_analogues.","La Douleur chez les animaux ne peut pas être déterminée directement mais peut être déduite par des réactions physiologiques et comportementales analogues."
2265,"La_lutte_pour_l%27ath%C3%A9isme_doit_%C3%AAtre_subordonn%C3%A9e_%C3%A0_la_lutte_des_classes,_sans_quoi_elle_n%27est_qu%27une_lutte_abstraite","La lutte pour l'athéisme doit être subordonnée à la lutte des classes, sans quoi elle n'est qu'une lutte abstraite"
2266,"Les_marxistes_doivent_combattre_toutes_les_religions","Les marxistes doivent combattre toutes les religions"
2267,"La_focalisation_sur_la_question_de_la_religion_conduit_%C3%A0_ne_pas_lutter_contre_le_racisme","La focalisation sur la question de la religion conduit à ne pas lutter contre le racisme"
2268,"Les_diff%C3%A9rentes_religions_n%27ont_pas_%C3%A0_%C3%AAtre_mises_sur_un_pied_d%27%C3%A9galit%C3%A9_en_termes_de_pouvoir","Les différentes religions n'ont pas à être mises sur un pied d'égalité en termes de pouvoir"
2269,"leaf_681","Le développement capitaliste contribue à la destruction de la biosphère"
2270,"Le_capitalisme_perturbe_et_d%C3%A9truit_les_%C3%A9cosyst%C3%A8mes","Le capitalisme perturbe et détruit les écosystèmes"
2271,"leaf_682","Le développement capitaliste contribue à la pollution de l'environnement"
2272,"leaf_683","Le développement capitaliste contribue aux dérèglements climatiques"
2273,"leaf_684","Le développement capitaliste contribue à l'exploitation animale"
2274,"leaf_685","Le développement capitaliste pousse à la modification du vivant"
2275,"leaf_686","Liberté restreinte"
2276,"leaf_687","Empiètement sur la vie privée"
2277,"Le_vote_%C3%A9lectronique_ne_permet_de_r%C3%A9aliser_des_%C3%A9conomies_de_personnel_que_selon_certains_modes_de_r%C3%A9mun%C3%A9ration","Tout dépend du mode de rémunération du personnel"
2278,"Le_vote_%C3%A9lectronique_risque_de_faire_augmenter_le_temps_d%27attente_pour_voter","Un risque de faire augmenter le temps d'attente pour voter"
2279,"Les_machines_%C3%A0_voter_n%C3%A9cessitent_des_assesseurs","Des assesseurs sont malgré tout nécessaires dans le cas des machines à voter"
2280,"leaf_688","La France n'est ni une dictature ni une démocratie"
2281,"Le_communisme_n%27a_jamais_%C3%A9t%C3%A9_r%C3%A9ellement_mis_en_place","Le communisme n'a jamais été réellement mis en place"
2282,"Le_communisme_n%27est_pas_l%27unique_alternative_au_capitalisme","Le communisme n'est pas l'unique alternative au capitalisme"
