,debate_name,debate_num,n,s
2644, Faut-il instaurer un revenu de base ?,9,633, La lutte pour un revenu de base ne doit pas remplacer celle pour une meilleure protection sociale
2645, Faut-il instaurer un revenu de base ?,9,236, Le revenu de base est une bonne chose pour l'économie nationale
2646, Sommes-nous libres de nos décisions ?,45,106, J'ai le sentiment d'être libre
2647, Faut-il préserver les Murs à pêches de Montreuil ?,13,959, Le terrain de l'ancienne usine EIF recoupe des parcelles classées
2648, La liberté d'expression doit-elle être limitée ?,24,471, Il faut limiter la liberté d'expression pour lutter contre les propos injurieux
2649, Lénine est-il le précurseur de Staline ?,28,2433,"Le massacre de la famille impériale n'a jamais existé, comme l'ont montré depuis les années 1980  Marina Grey, fille du général Denikine  et Marc Ferro."
2650, Lénine est-il le précurseur de Staline ?,28,1703, Lénine a violemment réprimé les ouvriers des usines Poutilov au printemps 1919
2651, Faut-il généraliser le vote électronique ?,7,978, Le vote électronique permet d'en finir avec le risque d'erreur humaine
2652, La religion est-elle compatible avec le marxisme ?,27,2484,Les religions prônent la sobriété
2653, Faut-il légaliser le cannabis ?,11,1436, Le pouvoir addictif du cannabis est assez faible
2654, Le Front national est-il un parti fasciste ?,29,220, Le Front national tire son origine d'individus et groupes fascistes
2655, Pour ou contre le communisme ?,41,1781,La révolution mondiale est irréalisable
2656, Dieu existe-t-il ?,0,1995,
2657, Faut-il arrêter de manger des animaux ?,4,802, Les activités paysannes menacées pourraient être reconverties
2658, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,1762, Les militants de la CGT ont démoralisé les travailleurs en les remettant à la victoire électorale de la gauche unie derrière François Mitterrand
2659, La liberté d'expression doit-elle être limitée ?,24,494, Il y a des opinions qui n'ont pas à être discutées
2660, Faut-il instaurer un revenu de base ?,9,1449, Le revenu de base creusera les inégalités entre ceux qui travailleront et ceux qui ne travailleront pas
2661, Le Front national est-il un parti fasciste ?,29,2260,"Alain Soral, bien qu'ayant rompu avec le FN, est très influent auprès des jeunes militants frontistes"
2662, Faut-il instaurer un revenu de base ?,9,1715, Le modèle de financement du revenu de base proposé par Génération libre est injuste
2663, Dieu existe-t-il ? (nouvelle version),1,2274,Les lois physiques sont des conséquences des propriétés de la matière
2664, Lénine est-il le précurseur de Staline ?,28,1302, La guerre civile était prévue mais pas voulue par Lénine et les bolchéviks
2665, Dieu existe-t-il ? (nouvelle version),1,950, Les valeurs morales sont le résultat de l'évolution
2666, Les religions se rejoignent-elles ?,38,817, Les devoirs moraux des religions sont semblables
2667, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,1137, De nouvelles façons d'unifier la classe ouvrière sont possibles
2668, Les hommes doivent-ils rejoindre le combat féministe ?,37,837, Les hommes jouent un rôle essentiel dans l'éducation des enfants
2669, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,2418,"Dans un mouvement de grève, les syndicats s'efforcent toujours de garder le contrôle sur le mouvement"
2670, La liberté d'expression doit-elle être totale ?,25,1465, Les algorithmes filtrent l'information
2671, Le logiciel libre est-il en déclin ?,30,222, Le logiciel libre n'a pas vraiment de modèle économique
2672, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,1597," Malgré de nombreux préjugés réactionnaires, la classe ouvrière russe a fait la révolution"
2673, L'Europe occidentale est-elle en déclin ?,19,758, Le personnel politique est déconnecté de la vie réelle de la population
2674, Faut-il instaurer un revenu de base ?,9,1571, Les trappes à inactivité ne représentent qu'une proportion minime de chômeurs
2675, Lénine est-il le précurseur de Staline ?,28,641, La politique de collectivisation agricole violente de Staline tournait le dos aux choix de Lénine clamés avec insistance en 1919
2676, Faut-il instaurer un revenu de base ?,9,237, Le revenu de base est une mesure adaptée à l'économie du 21e siècle
2677, Faut-il légaliser le cannabis ?,11,546, L'interdit attaché au cannabis dépend des époques et des cultures
2678, La religion est-elle compatible avec le marxisme ?,27,2459,Les religions assignent aux femmes les travaux domestiques
2679, Faut-il accueillir davantage de migrants ?,3,1035, On ne doit pas créer une Europe-forteresse
2680, La religion est-elle compatible avec le marxisme ?,27,27, La religion est-elle compatible avec le marxisme ?
2681, L'Europe occidentale est-elle en déclin ?,19,1974,La démocratie directe athénienne reposait sur le travail des femmes et des esclaves
2682, Les footballeurs professionnels sont-ils trop payés ?,36,298, Les salaires des footballeurs professionnels sont justifiés par l'utilité sociale du football
2683, Dieu existe-t-il ?,0,2084,
2684, Faut-il arrêter de manger des animaux ?,4,1001, Manger des animaux conduit à infliger aux animaux d'élevage une violence source de nombreuses souffrances quels que soient les animaux
2685, Les hommes doivent-ils rejoindre le combat féministe ?,37,2439,Les hommes bénéficient des discriminations envers les femmes
2686, Pour ou contre le projet de loi Collomb Asile et immigration ?,42,142, La loi Collomb Asile et immigration réduit le délai de recours devant la Cour nationale du droit d'asile
2687, La liberté d'expression doit-elle être totale ?,25,1237, L'école échoue à développer l'esprit critique
2688, La liberté d'expression doit-elle être limitée ?,24,2464,Qui peut décider des opinions qui ne peuvent pas être discutées
2689, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,2158,Les luttes ouvrières sont de plus en plus réactionnaires
2690, L'Europe occidentale est-elle en déclin ?,19,1210, Il y a une disparition de la presse d'opinion
2691, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,568, La classe ouvrière a la conscience révolutionnaire du fait de ses mauvaises conditions de vie et de travail
2692, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,600, La faiblesse des organisations ouvrières réformistes laisse plus de place aux mouvements révolutionnaires
2693, Faut-il supprimer les notes à l'école ?,18,359, Une note ne dit pas ce qu'elle évalue (contrairement aux compétences)
2694, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,1765, Tout travail productif n'est pas nécessairement manuel
2695, Pour ou contre le capitalisme ?,40,188, Le capitalisme appauvrit l'imaginaire et la spiritualité des individus
2696, Lénine est-il le précurseur de Staline ?,28,1825,"En octobre 1917, il s'opposa seul et sans succès à l'abolition intégrale de la peine de mort, qu'il estimait hasardeuse en période révolutionnaire"
2697, La liberté d'expression doit-elle être limitée ?,24,1439," Le racisme, le sexisme et l'homophobie se portent bien"
2698, La liberté d'expression doit-elle être totale ?,25,1787,La limitation au droit de manifester est typique des régimes autoritaires
2699, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,1977,La perte de l'espoir collectif
2700, La liberté d'expression doit-elle être totale ?,25,1553, Les paroles sont des actes
2701, Faut-il arrêter de manger des animaux ?,4,407, Des formes d'élevage respectueux des animaux sont possibles
2702, Faut-il accueillir davantage de migrants ?,3,2223,On ne peut pas tolérer les morts en Méditerranée
2703, Faut-il préserver les Murs à pêches de Montreuil ?,13,458, Il faut développer le travail social envers les populations tsiganes de Montreuil
2704, Le Front national est-il un parti fasciste ?,29,738, Le Front national garde une deuxième ligne fasciste
2705, Lénine est-il le précurseur de Staline ?,28,349, Staline est l'auteur d'une contre-révolution
2706, Faut-il généraliser le vote électronique ?,7,807, Les élections ne doivent pas rester entre les mains d'experts
2707, Pour ou contre le capitalisme ?,40,100, Il n'y a pas d'alternative au capitalisme
2708, Faut-il privatiser ADP ?,14,164, La privatisation d'ADP va créer de l'emploi
2709, Pour ou contre le capitalisme ?,40,1054, Plus de 2 milliards de personnes n'ont pas accès à l'eau potable à leur domicile
2710, La liberté d'expression doit-elle être totale ?,25,131, La liberté d'expression doit être maximale
2711, La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?,26,159, La méthode Céline Alvarez signifie l'entrée du monde du business dans l’éducation
2712, Dieu existe-t-il ? (nouvelle version),1,1207, Il y a de bonnes raisons de penser que l'apparition de la vie sera expliquée
2713, Dieu existe-t-il ? (nouvelle version),1,553, L'univers est contingent
2714, Faut-il instaurer un revenu de base ?,9,665, La revendication d'un revenu de base quel qu'en soit le montant est dangereuse
2715, Faut-il légaliser le cannabis ?,11,1857,"Elle entraîne le développement d'une économie parallèle très lucrative avec ses conséquences : corruption, blanchiment d’argent, recrutement de jeunes, violence, insécurité, trafic d'armes"
2716, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,1673," Dans tous les pays, les syndicats ont cautionné et encouragé l'engagement des travailleurs dans la Première Guerre mondiale"
2717, La liberté d'expression doit-elle être limitée ?,24,611, La liberté d'expression doit être limitée par les droits de l'homme
2718, Faut-il légaliser le cannabis ?,11,1476, Les études américaines sur le lien entre cannabis et consommation d'alcool ne vont pas toutes dans le même sens
2719, Pour ou contre le capitalisme ?,40,194, Le capitalisme est immoral
2720, Le Front national est-il un parti fasciste ?,29,2261,"Le FN peut difficilement se passer des fascistes, car certains sont des cadres compétents"
2721, La liberté d'expression doit-elle être totale ?,25,377, Ce ne sont pas les idées qui déterminent les comportements
2722, La liberté d'expression doit-elle être limitée ?,24,457, Il faut développer l'éducation à l'esprit critique
2723, Faut-il se faire vacciner ?,16,750, Le lobby pharmaceutique nous manipule
2724, Le réchauffement climatique est-il dû à l'activité humaine ?,34,801, Les activités humaines émettent des milliards de tonnes équivalent CO2 par an
2725, La gauche doit-elle défendre le port du voile islamique ?,23,2368,Les femmes voilées sont déjà bien assez opprimées et stigmatisées pour qu'on ne leur ajoute pas une autre oppression
2726, La liberté d'expression doit-elle être limitée ?,24,1164, Il est irrationnel de refuser d'examiner des arguments
2727, Dieu existe-t-il ?,0,2038,
2728, Faut-il se faire vacciner ?,16,342, On nous manipule
2729, Faut-il instaurer un revenu de base ?,9,240, Le revenu de base permet une déconnexion entre le revenu et le travail
2730, Faut-il accueillir davantage de migrants ?,3,874, Les migrants mettent en cause notre identité
2731, La liberté d'expression doit-elle être totale ?,25,1164, Il est irrationnel de refuser d'examiner des arguments
2732, Faut-il privatiser ADP ?,14,53, C’est à l’Etat de gérer les aéroports
2733, Lénine est-il le précurseur de Staline ?,28,1394, Lénine crée la catégorie d'« ennemis du peuple » dès 1918
2734, Faut-il légaliser le cannabis ?,11,722, Le cannabis reste très accessible
